0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,3243,0,0,0
0,6553,0,0,0
0,6553,0,0,0
0,6553,0,0,0
0,6553,0,0,0
0,6553,0,0,0
0,6553,0,0,0
0,6553,0,0,0
0,5742,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,6553,0,0,0
0,6553,0,0,0
0,6553,0,0,0
0,6553,0,0,0
0,6553,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,3378,0,0,0
0,6080,0,0,0
0,4932,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
4053,0,0,0,0
6553,0,0,0,0
6553,0,0,0,0
6553,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,5675,0,0,0
0,6553,0,0,0
0,6553,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
4053,3243,0,0,0
5472,3310,0,0,0
4053,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
3715,0,0,0,0
6553,0,0,0,0
6553,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
4796,2837,0,0,0
6553,3378,0,0,0
5067,3378,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
4053,0,0,0,0
6553,0,0,0,0
6553,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2770,0,0,0,0
6553,0,0,0,0
6553,0,0,0,0
6553,-2837,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
3378,-4459,0,0,0
3378,-5202,0,0,0
0,0,0,0,0
0,0,0,0,0
0,-2770,0,0,0
3445,-4932,0,0,0
4999,-6215,0,0,0
5945,-5405,0,0,0
6486,0,0,0,0
6486,0,0,0,0
6283,0,0,0,0
6553,0,0,0,0
6553,0,0,0,0
3648,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,-3108,0,0,0
3445,-6553,0,0,0
4053,-6553,0,0,0
4053,-4932,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,-6553,0,0,0
0,-6553,0,0,0
0,-6553,0,0,0
0,-6553,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
-2972,-4662,0,0,0
-3918,-6553,0,0,0
0,-4797,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
-3581,0,0,0,0
-6486,-3918,0,0,0
-5675,-5270,0,0,0
-4391,-6351,0,0,0
0,-5945,0,0,0
0,0,0,0,0
0,0,0,0,0
0,-4189,0,0,0
0,-6553,0,0,0
0,-6553,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,-3175,0,0,0
0,-6553,0,0,0
0,-6553,0,0,0
0,-6553,0,0,0
0,-6553,0,0,0
0,-6553,0,0,0
0,-6553,0,0,0
-2972,-6553,0,0,0
-3310,-6553,0,0,0
-3513,-3918,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
-6553,0,0,0,0
-6553,0,0,0,0
-6553,-3513,0,0,0
-6283,-4526,0,0,0
-5743,-4797,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
-6553,0,0,0,0
-6553,0,0,0,0
-6553,0,0,0,0
-6553,0,0,0,0
-6553,0,0,0,0
-6553,0,0,0,0
-6553,2905,0,0,0
-6215,2905,0,0,0
0,0,0,0,0
0,0,0,0,0
-2972,0,0,0,0
-4797,4459,0,0,0
-3445,5675,0,0,0
0,5945,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,4391,0,0,0
0,6553,0,0,0
0,6553,0,0,0
0,6553,0,0,0
0,0,0,0,0
0,0,0,0,0
6553,0,0,0,0
6553,0,0,0,0
6553,0,0,0,0
6553,0,0,0,0
6553,0,0,0,0
6553,0,0,0,0
6553,0,0,0,0
5134,0,0,0,0
4932,0,0,0,0
5472,0,0,0,0
4594,0,0,0,0
5675,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,-5202,0,0,0
0,-6553,0,0,0
0,-6553,0,0,0
4864,-6553,0,0,0
5877,-5405,0,0,0
5877,-5405,0,0,0
4661,-6553,0,0,0
4053,-6553,0,0,0
4053,-6553,0,0,0
4053,-6553,0,0,0
3986,-6553,0,0,0
0,-5202,0,0,0
0,-3040,0,0,0
0,-6553,0,0,0
0,-6553,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
